visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_yoast,heavy_plugin_revslider,heavy_plugin_gravityforms,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
44921,221531,64.35,08:00,23:45,36.87,67.43,45.56,68.9,42.49,51.19,279.32,780.88,158.82,24,,0,0,0,0,0,0,8.2,oui,non,small,40.6271
106690,271359,1.31,07:00,19:15,53.25,66.58,56.43,71.42,55.82,77.75,350.9,999.44,259.19,15,elementor,0,1,0,0,0,0,8.2,non,non,small,52.1943
65043,118074,79.22,12:15,22:15,46.61,64.07,62.96,76.74,51.46,60.08,247.25,426.76,226.07,52,elementor,0,1,0,0,0,0,8.3,oui,non,small,54.0256
71768,143647,48.69,11:45,19:15,38.86,56.67,41.15,52.63,47.84,57.5,421.51,508.31,151.46,7,,0,0,0,0,0,0,8.0,oui,non,medium,44.9033
36054,67674,17.67,07:00,17:30,29.16,50.27,37.39,59.3,73.19,81.02,259.11,270.99,90.4,19,"woocommerce,yoast,gravityforms",1,0,0,1,0,1,8.2,oui,oui,small,36.5084
96514,275597,50.32,12:30,22:15,33.32,45.16,35.23,49.69,24.37,33.87,339.02,1010.14,203.79,6,yoast,0,0,0,1,0,0,8.0,oui,oui,medium,42.7894
41104,182031,5.58,11:45,23:00,37.35,58.18,63.24,83.03,72.55,79.67,279.54,625.37,248.65,80,yoast,0,0,0,1,0,0,8.1,oui,non,medium,46.3468
138475,170322,32.4,11:00,19:45,38.32,70.27,38.4,65.39,42.36,65.75,344.22,629.51,300.87,1,,0,0,0,0,0,0,8.2,oui,non,small,49.5334
21835,117850,2.73,11:45,18:00,18.35,49.8,26.53,49.59,43.17,58.58,233.31,425.1,71.67,17,elementor,0,1,0,0,0,0,8.2,oui,non,small,25.7758
37789,53012,79.56,09:00,23:00,45.73,69.91,54.83,73.53,33.65,41.18,406.34,192.59,98.51,31,"woocommerce,wpml",1,0,1,0,0,0,8.1,non,oui,small,51.3303
18829,110888,31.65,09:45,18:00,23.22,40.75,42.68,58.79,72.39,81.45,278.41,406.48,150.17,56,"woocommerce,wpml,yoast,revslider",1,0,1,1,1,0,8.2,oui,oui,small,39.3478
36163,214220,78.24,10:00,23:45,51.99,76.64,69.82,93.15,39.24,59.84,370.65,764.13,186.85,59,,0,0,0,0,0,0,8.3,oui,non,performance,53.8994
100634,340357,27.23,06:30,20:30,57.66,75.73,58.11,84.71,30.98,36.94,385.32,1217.03,229.72,3,"yoast,revslider",0,0,0,1,1,0,8.1,oui,oui,performance,60.5128
141859,475675,12.64,08:30,20:45,52.73,84.23,75.36,93.57,28.64,43.67,554.35,1750.01,410.48,78,"woocommerce,elementor,wpml,revslider",1,1,1,0,1,0,8.3,oui,non,small,63.3104
23583,74313,69.16,09:15,23:30,54.9,71.23,77.96,90.81,54.52,66.14,424.9,281.74,196.9,80,"woocommerce,revslider",1,0,0,0,1,0,8.0,non,oui,medium,57.5234
33469,114263,13.33,10:15,18:00,35.64,47.53,46.01,58.36,34.3,47.72,374.0,429.78,133.08,31,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.0,non,oui,small,37.9537
20058,51032,61.76,12:15,17:15,45.01,59.23,56.55,76.75,50.73,64.81,443.15,239.94,102.92,41,"elementor,wpml",0,1,1,0,0,0,8.0,non,non,small,44.8755
121211,542239,19.25,11:00,17:30,62.22,78.41,68.95,90.92,53.11,61.31,450.2,1975.17,345.85,29,wpml,0,0,1,0,0,0,7.4,oui,non,medium,63.3462
80211,438875,19.44,06:30,22:00,38.21,55.84,39.05,57.53,51.78,72.38,356.12,1599.21,163.81,2,,0,0,0,0,0,0,8.3,oui,non,performance,45.3729
54599,128368,53.5,11:30,20:45,41.9,62.04,51.96,77.28,49.14,56.58,341.04,498.63,179.25,32,yoast,0,0,0,1,0,0,8.2,non,oui,small,46.6443
105615,394904,67.47,11:45,17:30,62.51,90.48,60.91,72.05,20.48,31.74,536.12,1433.62,235.73,8,"woocommerce,gravityforms",1,0,0,0,0,1,8.0,non,oui,medium,64.679
12756,71117,55.64,12:00,15:30,34.14,46.02,37.89,57.1,72.1,81.67,255.83,274.27,41.5,7,,0,0,0,0,0,0,8.1,non,oui,medium,39.2219
116717,379062,56.96,07:30,17:15,56.64,80.66,65.02,78.97,75.0,96.79,442.77,1381.41,324.35,36,,0,0,0,0,0,0,8.2,oui,non,performance,62.9199
14281,47366,27.96,07:15,21:45,33.52,55.05,56.37,71.1,55.73,71.14,370.46,210.74,148.42,69,yoast,0,0,0,1,0,0,8.0,oui,non,medium,41.1366
87057,397468,31.57,06:30,21:15,47.5,66.58,69.82,96.31,40.86,47.82,451.08,1429.14,307.49,72,"woocommerce,elementor",1,1,0,0,0,0,8.3,oui,non,small,50.3179
4748,15652,26.22,10:45,19:00,24.08,34.92,30.07,53.66,21.06,40.55,219.29,114.55,48.93,12,wpml,0,0,1,0,0,0,8.2,non,non,small,26.9675
30274,158357,81.48,06:15,19:30,24.88,49.47,28.12,56.05,33.04,53.26,253.22,620.57,99.37,6,"elementor,yoast",0,1,0,1,0,0,8.3,oui,oui,medium,39.0032
93732,509625,13.15,12:45,19:45,48.08,67.03,61.34,69.67,47.77,53.88,487.24,1854.73,279.26,49,"elementor,yoast,gravityforms",0,1,0,1,0,1,8.3,oui,non,performance,55.5539
86006,214306,56.75,06:30,19:45,38.41,60.25,57.59,70.57,36.58,45.04,371.98,783.34,272.22,65,elementor,0,1,0,0,0,0,8.1,oui,oui,performance,54.8689
67190,364089,1.93,10:30,23:00,39.23,61.66,40.41,62.82,22.88,45.29,316.82,1317.84,125.28,1,,0,0,0,0,0,0,8.1,non,oui,medium,39.261
93888,245745,53.11,08:45,21:00,69.08,100.0,86.81,96.52,65.39,84.06,664.06,860.52,333.88,72,"woocommerce,elementor,wpml,yoast",1,1,1,1,0,0,8.3,non,non,small,67.5551
125506,503333,17.05,09:00,22:45,67.34,93.98,82.9,93.82,69.67,79.29,603.48,1863.71,375.8,64,,0,0,0,0,0,0,8.2,non,oui,performance,77.512
38751,213246,36.52,06:45,23:30,61.13,88.51,71.67,85.59,57.56,80.62,525.76,783.43,129.5,43,elementor,0,1,0,0,0,0,8.1,non,non,performance,53.3984
145850,874543,34.01,08:00,19:30,56.87,73.43,72.76,85.02,42.82,55.97,598.31,3160.63,413.32,62,elementor,0,1,0,0,0,0,8.1,oui,non,medium,68.6347
21715,92808,83.85,11:00,19:15,74.11,100.0,80.03,91.61,18.05,25.81,624.22,378.95,131.22,29,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,non,non,medium,60.4743
146745,257194,60.7,11:00,23:15,57.08,82.24,79.93,100.0,64.07,85.26,390.56,975.64,442.29,78,,0,0,0,0,0,0,8.1,oui,oui,medium,71.8635
138852,621539,84.94,09:15,16:30,47.01,67.36,46.43,64.98,60.78,66.12,511.99,2201.51,285.51,2,"elementor,wpml,yoast",0,1,1,1,0,0,8.1,oui,oui,small,61.5277
64223,312037,0.53,11:45,23:45,35.44,66.36,42.07,53.99,52.95,58.26,408.82,1107.04,183.38,20,"elementor,yoast",0,1,0,1,0,0,8.3,oui,non,performance,44.1073
14437,81289,48.12,10:00,23:00,38.29,48.67,44.55,65.16,34.59,43.34,133.94,324.89,47.73,13,,0,0,0,0,0,0,8.2,oui,non,medium,34.8689
61053,77274,58.09,10:00,15:00,44.15,64.09,44.86,58.36,31.58,44.91,400.28,308.1,135.4,7,woocommerce,1,0,0,0,0,0,7.4,non,oui,medium,49.0295
41613,166974,39.78,11:15,21:15,44.21,52.29,66.19,93.4,69.57,77.21,299.47,598.69,225.82,74,,0,0,0,0,0,0,8.1,non,non,small,49.3177
86934,305783,44.2,06:45,16:45,50.84,78.18,55.72,79.89,25.71,39.73,493.27,1130.65,226.48,22,"woocommerce,elementor",1,1,0,0,0,0,8.2,non,oui,medium,55.3692
34755,182441,13.66,06:30,18:00,37.62,49.0,39.66,62.38,39.95,51.65,244.42,651.21,78.06,2,elementor,0,1,0,0,0,0,8.2,non,non,small,32.4587
10188,26299,82.74,10:00,15:30,38.39,59.52,63.03,88.21,84.62,100.0,361.23,78.77,166.9,78,"woocommerce,elementor",1,1,0,0,0,0,8.3,oui,non,medium,51.1389
133803,835885,17.81,08:15,18:15,43.03,57.1,59.85,71.85,46.63,67.53,385.32,2999.85,373.38,61,yoast,0,0,0,1,0,0,8.2,oui,non,medium,59.3891
129947,513998,6.84,07:45,18:00,39.1,60.44,39.49,62.45,27.07,38.09,344.97,1883.67,280.53,1,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.3,oui,oui,medium,48.7028
75319,192392,8.89,08:30,23:45,36.38,67.34,37.95,49.27,34.96,45.31,371.49,705.8,165.0,4,"woocommerce,yoast",1,0,0,1,0,0,8.0,oui,non,medium,39.1206
127698,309965,58.28,10:45,19:45,59.43,80.86,61.89,73.13,61.11,70.63,522.16,1093.34,274.07,16,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.2,oui,non,medium,67.4756
143490,605759,51.49,07:30,18:45,65.14,76.32,73.5,90.45,31.21,37.01,569.59,2192.37,379.41,46,"elementor,yoast",0,1,0,1,0,0,8.0,oui,non,performance,72.5045
138021,380416,17.89,07:00,15:45,78.02,94.94,88.64,100.0,85.27,91.91,685.56,1383.13,363.1,51,elementor,0,1,0,0,0,0,8.0,non,non,small,72.3526
124242,352263,56.17,08:00,20:30,49.52,77.21,65.7,79.67,52.99,71.59,404.79,1273.89,341.42,56,woocommerce,1,0,0,0,0,0,8.2,oui,non,small,62.2735
6626,38479,9.35,11:00,15:00,34.38,47.85,50.85,76.36,76.77,98.27,216.8,162.14,94.27,44,"elementor,wpml",0,1,1,0,0,0,8.1,oui,oui,medium,33.6659
113243,286495,65.35,09:15,18:00,66.61,79.8,79.41,100.0,47.21,56.74,649.64,1029.15,328.84,55,"woocommerce,revslider",1,0,0,0,1,0,7.4,non,oui,small,68.6922
137815,237490,74.5,08:00,23:00,50.11,71.15,58.44,73.33,80.52,85.65,427.01,910.49,305.0,30,"woocommerce,yoast",1,0,0,1,0,0,8.3,oui,oui,medium,63.6294
26558,54760,76.42,07:30,15:30,46.52,74.7,66.82,90.42,52.11,59.76,295.64,187.9,142.72,62,"elementor,yoast",0,1,0,1,0,0,7.4,oui,oui,small,52.684
9994,55057,49.96,06:15,23:45,37.0,46.31,58.52,70.08,73.06,86.79,379.0,209.47,132.55,66,yoast,0,0,0,1,0,0,8.0,oui,non,medium,42.7712
51686,231357,33.79,12:15,17:15,26.08,56.26,32.17,59.19,29.7,43.68,205.78,840.81,109.34,15,,0,0,0,0,0,0,8.3,oui,non,medium,37.8026
123528,728012,57.85,07:15,18:30,48.8,66.3,61.29,71.29,38.19,52.3,462.87,2619.65,320.27,47,"woocommerce,elementor",1,1,0,0,0,0,8.1,oui,non,small,60.2985
123050,794276,70.34,11:15,18:30,77.19,100.0,84.44,100.0,42.02,53.01,675.65,2836.33,308.9,43,"elementor,yoast",0,1,0,1,0,0,8.0,non,oui,medium,75.8933
87647,456217,25.24,11:15,20:15,49.31,63.66,67.51,82.34,49.84,69.47,628.15,1624.28,279.47,69,"yoast,revslider,gravityforms",0,0,0,1,1,1,8.1,non,oui,medium,58.6147
147531,494532,15.88,12:00,21:15,58.06,74.59,61.78,74.16,40.06,56.04,643.62,1777.95,370.33,27,woocommerce,1,0,0,0,0,0,8.1,non,non,small,63.1357
24578,84278,83.49,07:15,21:30,39.47,64.91,55.61,73.36,71.99,90.08,269.57,370.72,181.17,51,elementor,0,1,0,0,0,0,8.3,non,oui,small,48.2261
131695,297968,6.66,11:30,15:00,36.04,51.82,42.18,59.05,65.77,87.79,247.0,1096.84,291.08,16,,0,0,0,0,0,0,8.2,oui,oui,small,44.286
130618,660376,48.53,09:45,21:00,82.34,90.95,90.09,100.0,83.32,100.0,799.12,2381.29,337.95,48,"woocommerce,elementor",1,1,0,0,0,0,8.1,non,oui,performance,78.5422
142265,177230,80.06,11:15,23:45,43.47,72.44,54.0,75.76,43.63,65.7,391.94,633.24,356.06,35,revslider,0,0,0,0,1,0,8.2,oui,oui,small,62.247
43844,281827,75.04,12:30,15:00,75.46,87.55,86.89,96.53,33.2,48.99,690.33,1035.15,176.87,57,yoast,0,0,0,1,0,0,8.0,non,non,performance,66.0636
96296,619516,51.2,11:15,22:15,55.41,74.41,72.16,87.05,67.37,88.49,470.38,2287.44,293.27,58,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,non,small,58.3398
41412,187624,57.14,11:00,23:45,35.16,60.75,36.83,53.08,40.2,57.5,341.81,710.28,81.09,3,elementor,0,1,0,0,0,0,8.1,oui,non,medium,37.3266
72448,308312,35.58,09:00,15:45,44.95,57.99,65.95,79.03,58.94,63.66,400.15,1123.09,283.1,70,"woocommerce,elementor",1,1,0,0,0,0,8.3,non,oui,small,52.0529
144073,389019,57.63,06:30,17:15,63.32,94.95,74.26,82.72,87.57,92.4,521.79,1382.17,362.84,45,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.0,oui,non,small,68.9867
77233,313939,10.99,06:45,15:15,42.97,51.25,62.86,89.52,52.35,64.49,463.71,1137.19,278.0,68,"woocommerce,yoast",1,0,0,1,0,0,7.4,oui,non,medium,51.2193
115350,401172,71.93,12:30,19:15,44.37,57.87,44.97,56.29,70.0,82.43,440.8,1469.52,262.95,8,"woocommerce,gravityforms",1,0,0,0,0,1,8.3,oui,non,medium,54.7745
68801,93093,32.77,07:15,17:15,54.62,72.23,66.84,75.79,59.59,76.37,407.24,366.38,240.26,47,woocommerce,1,0,0,0,0,0,8.2,non,non,medium,53.9017
124,640,34.94,09:45,20:45,17.74,37.82,32.48,59.06,15.7,29.6,195.29,1.0,70.64,39,,0,0,0,0,0,0,8.1,oui,non,medium,28.9656
23272,39022,15.91,07:15,23:45,24.58,42.83,30.92,42.26,33.4,42.45,276.65,147.93,83.09,12,elementor,0,1,0,0,0,0,8.1,oui,non,small,28.123
100858,211164,17.96,06:00,16:30,39.57,60.86,59.87,87.45,40.29,53.98,402.1,787.13,292.8,62,"elementor,yoast",0,1,0,1,0,0,8.2,oui,oui,small,51.4706
45899,150502,52.43,06:30,19:00,34.02,56.56,36.6,61.09,43.58,56.56,271.96,546.63,125.48,5,"woocommerce,yoast,revslider",1,0,0,1,1,0,8.1,oui,oui,medium,42.1537
46836,257015,58.16,10:45,22:00,20.78,29.98,28.18,40.0,86.39,93.08,267.53,934.98,157.49,19,gravityforms,0,0,0,0,0,1,8.3,oui,oui,medium,35.4968
13601,86740,20.05,09:30,22:45,30.89,59.08,55.45,76.13,70.27,94.23,402.93,345.61,196.66,73,"woocommerce,elementor",1,1,0,0,0,0,8.1,oui,non,small,37.1077
123163,571510,41.13,12:00,19:15,61.8,89.59,82.91,100.0,84.76,100.0,577.24,2058.13,390.3,77,"wpml,yoast,gravityforms",0,0,1,1,0,1,8.1,oui,oui,performance,76.3284
13329,65153,36.72,08:45,20:45,36.42,67.58,54.53,79.93,54.53,71.46,290.07,231.49,147.95,53,"elementor,wpml,revslider",0,1,1,0,1,0,8.2,oui,non,small,38.7224
80646,226818,45.51,06:45,15:30,61.06,91.26,80.77,95.11,39.85,62.16,490.71,824.79,294.45,73,"elementor,yoast",0,1,0,1,0,0,8.1,non,oui,medium,66.7906
46809,61973,16.18,07:45,22:30,39.99,55.31,58.37,82.08,54.46,70.47,343.75,266.78,217.43,56,"yoast,revslider",0,0,0,1,1,0,8.1,oui,oui,performance,50.8345
135959,430705,44.62,08:45,19:45,71.15,100.0,75.43,96.9,26.45,41.74,557.9,1562.63,329.44,26,"elementor,gravityforms",0,1,0,0,0,1,8.2,oui,non,performance,71.173
99936,622885,80.89,12:15,21:15,52.51,65.98,71.73,98.61,9.69,18.97,380.36,2240.45,308.01,63,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,8.2,oui,oui,small,63.6507
10298,28048,57.07,10:45,17:15,40.63,59.04,55.48,78.09,36.36,48.14,315.17,87.48,81.39,45,elementor,0,1,0,0,0,0,8.2,oui,non,performance,44.7142
92076,575959,26.86,12:15,17:45,40.09,64.95,44.33,70.64,44.44,53.36,314.72,2045.81,224.66,12,"yoast,revslider",0,0,0,1,1,0,8.2,oui,oui,medium,47.6431
24880,122946,61.0,12:30,23:45,29.02,44.17,44.51,64.23,32.21,43.48,171.02,444.23,157.73,45,"elementor,yoast",0,1,0,1,0,0,8.2,oui,oui,medium,43.9651
83942,117449,9.82,09:45,23:45,33.19,53.8,44.74,72.3,46.01,51.15,345.01,399.68,201.39,34,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,medium,44.9894
36556,193800,71.43,10:00,23:45,49.89,58.85,64.93,92.31,70.87,92.29,467.65,685.85,183.91,53,"elementor,yoast,revslider",0,1,0,1,1,0,8.3,non,oui,medium,56.3516
112353,389843,17.91,11:15,16:45,45.78,74.53,54.96,72.15,54.88,66.48,455.59,1416.83,271.35,33,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,non,medium,55.0462
71005,115070,11.0,10:30,20:30,45.87,74.43,65.75,74.15,64.57,71.08,437.85,396.89,266.53,67,"yoast,revslider",0,0,0,1,1,0,8.2,non,oui,medium,57.1648
63433,391013,55.95,08:15,21:45,45.78,62.38,69.98,85.58,69.6,88.43,372.62,1389.13,243.34,76,yoast,0,0,0,1,0,0,8.2,oui,oui,medium,57.6511
131752,766355,52.77,06:00,20:00,65.68,76.8,76.42,99.62,45.86,53.61,503.04,2750.25,339.37,44,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,non,medium,67.7621
66343,386938,38.46,09:30,17:00,44.47,59.19,59.28,72.02,74.48,86.16,324.14,1391.28,244.95,44,"yoast,revslider,gravityforms",0,0,0,1,1,1,8.2,oui,oui,small,47.7551
35304,187213,48.74,09:30,17:30,39.72,64.99,45.65,70.23,44.99,51.0,462.86,672.77,119.62,23,"elementor,yoast",0,1,0,1,0,0,8.3,non,non,medium,46.0677
77727,364055,47.89,09:30,19:00,52.08,83.87,57.69,79.18,53.3,62.33,459.95,1288.67,205.07,25,,0,0,0,0,0,0,7.4,non,oui,medium,56.1249
121487,582374,69.47,07:45,15:30,57.34,72.13,74.35,88.54,43.44,53.81,518.69,2109.89,379.83,60,wpml,0,0,1,0,0,0,8.2,oui,non,small,64.7596
10035,51270,31.92,08:45,17:00,34.96,60.28,53.13,73.58,75.21,85.39,268.77,184.64,116.58,53,"woocommerce,wpml,yoast,gravityforms",1,0,1,1,0,1,8.1,oui,oui,medium,39.6372
42398,157233,46.38,10:30,18:00,43.9,62.96,62.75,77.95,68.59,73.01,392.28,586.72,218.72,60,"woocommerce,elementor",1,1,0,0,0,0,8.2,oui,non,medium,49.8543
87275,412779,12.19,08:30,21:00,61.47,74.83,78.55,88.94,57.38,78.79,482.95,1490.6,268.89,64,yoast,0,0,0,1,0,0,8.2,non,oui,performance,63.0765
36245,88742,84.15,12:15,22:00,40.1,68.12,42.69,58.83,43.93,63.21,413.82,360.44,91.04,10,"elementor,revslider",0,1,0,0,1,0,8.3,oui,non,performance,47.7641
112549,147072,25.1,10:00,21:30,42.42,67.47,55.97,80.51,68.49,87.89,384.9,540.25,294.33,44,"woocommerce,gravityforms",1,0,0,0,0,1,8.3,oui,non,small,51.2524
8563,40973,53.78,12:45,17:45,23.28,54.25,26.24,41.86,40.01,61.38,41.12,149.37,23.27,2,,0,0,0,0,0,0,8.2,non,oui,small,30.5043
39583,177195,44.41,10:45,23:30,45.46,53.87,66.09,91.37,60.08,72.62,375.83,646.32,195.81,70,gravityforms,0,0,0,0,0,1,8.2,non,non,small,51.3335
88243,319264,83.46,12:15,19:45,42.32,69.38,44.09,70.22,48.44,65.91,365.84,1169.96,183.71,8,yoast,0,0,0,1,0,0,8.1,oui,non,small,49.9639
128230,786796,79.87,08:00,19:15,48.58,61.03,59.99,85.85,73.16,81.5,525.23,2811.34,321.17,41,elementor,0,1,0,0,0,0,8.2,oui,oui,medium,67.3003
53019,253357,40.27,09:15,16:15,40.56,72.35,62.39,71.09,69.55,92.03,341.62,913.37,208.39,67,"elementor,yoast",0,1,0,1,0,0,8.2,oui,oui,medium,51.9228
39969,91038,55.21,08:30,21:15,46.49,55.63,68.83,78.18,69.51,81.91,528.94,349.07,242.36,78,"woocommerce,elementor,yoast,gravityforms",1,1,0,1,0,1,8.2,oui,non,performance,54.4514
139115,254093,79.65,08:45,17:45,56.75,65.04,56.37,77.47,50.19,68.12,497.58,921.59,287.5,7,woocommerce,1,0,0,0,0,0,8.2,oui,non,medium,62.2122
77006,294137,17.36,12:45,18:30,45.98,75.68,66.18,75.43,54.25,67.99,213.73,1052.19,273.88,61,"woocommerce,elementor",1,1,0,0,0,0,8.1,oui,oui,small,50.828
30422,112179,73.58,06:30,15:00,48.49,58.15,52.63,70.03,74.16,95.06,392.73,424.79,50.03,17,elementor,0,1,0,0,0,0,8.0,non,non,small,45.892
131178,285435,5.81,09:15,18:00,52.74,71.9,64.42,77.34,24.51,31.07,424.7,1059.49,358.6,43,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.2,oui,non,medium,57.9468
4338,10841,71.44,06:15,17:45,55.97,71.08,76.15,90.12,63.22,84.27,536.71,35.09,145.98,72,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,non,oui,performance,58.6592
110733,713873,66.22,08:00,15:00,56.16,80.9,54.04,76.17,19.94,40.26,551.95,2521.77,280.53,6,"elementor,revslider",0,1,0,0,1,0,8.1,oui,non,performance,60.6593
135885,245433,83.22,06:45,16:15,68.42,76.62,65.3,73.48,48.56,62.2,533.01,860.89,273.37,2,"woocommerce,wpml,revslider,gravityforms",1,0,1,0,1,1,8.0,oui,oui,performance,70.7069
86440,546846,40.98,06:30,17:00,34.57,49.31,37.6,46.04,45.67,57.52,408.92,1970.2,203.29,13,yoast,0,0,0,1,0,0,7.4,oui,oui,performance,46.0161
137256,269007,74.92,08:30,18:00,59.8,75.07,63.14,77.81,41.22,54.94,553.42,969.96,297.62,20,"woocommerce,revslider",1,0,0,0,1,0,8.2,oui,non,medium,65.5232
93429,452884,56.74,06:00,19:00,41.43,62.7,60.75,83.52,70.3,89.52,526.36,1612.1,292.34,69,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,oui,performance,60.6397
89656,385428,62.06,07:00,18:30,92.92,100.0,97.0,100.0,42.04,62.28,832.85,1422.3,261.47,51,yoast,0,0,0,1,0,0,8.1,non,non,performance,78.5799
16377,21197,17.62,09:15,21:45,38.07,56.45,59.79,70.17,68.67,92.17,340.57,69.35,172.8,65,"elementor,revslider",0,1,0,0,1,0,8.1,oui,non,medium,44.4699
26807,115178,40.11,06:45,23:00,29.66,41.0,35.96,61.53,38.35,55.22,292.69,444.38,92.2,18,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,non,performance,40.0537
104913,410321,57.28,09:45,17:15,84.56,96.81,95.23,100.0,73.52,86.9,800.17,1465.86,298.06,56,"elementor,yoast",0,1,0,1,0,0,8.0,non,oui,performance,82.8972
102285,593687,65.39,07:45,15:45,47.1,68.71,50.15,64.67,48.31,58.28,376.7,2141.72,227.26,14,woocommerce,1,0,0,0,0,0,8.0,oui,non,small,51.8127
91808,358475,8.67,11:30,16:00,32.74,48.3,33.26,53.86,32.21,47.0,310.53,1289.53,199.64,2,"woocommerce,elementor",1,1,0,0,0,0,8.2,non,oui,small,38.7834
31404,107707,67.45,06:15,23:00,50.8,73.38,73.67,83.99,65.7,87.97,378.12,379.22,208.97,76,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,non,medium,56.0497
12725,32210,54.57,10:45,23:00,53.91,71.63,71.53,86.04,51.24,72.98,373.5,146.33,143.67,57,"woocommerce,elementor",1,1,0,0,0,0,8.1,non,oui,medium,52.091
12835,17900,30.15,11:45,17:00,32.2,40.82,48.4,58.7,69.06,90.02,171.34,78.54,116.51,44,elementor,0,1,0,0,0,0,8.1,oui,oui,medium,35.0768
18690,59121,17.74,10:00,23:15,30.47,58.49,47.59,72.49,53.79,57.84,292.68,206.29,92.15,49,"elementor,yoast",0,1,0,1,0,0,8.3,oui,non,medium,40.9828
32758,99883,12.34,07:15,19:45,30.32,56.17,40.08,57.45,50.23,56.88,435.54,330.63,132.54,32,"elementor,wpml,yoast",0,1,1,1,0,0,8.2,non,oui,performance,39.1987
145653,712173,58.08,07:45,21:30,47.15,56.99,54.37,81.66,41.62,53.42,390.46,2567.54,317.27,27,"woocommerce,gravityforms",1,0,0,0,0,1,8.0,oui,oui,small,61.5976
116993,352123,77.23,08:00,19:00,37.39,62.66,41.55,65.93,38.66,54.22,459.18,1264.62,292.09,18,"woocommerce,wpml,yoast,gravityforms",1,0,1,1,0,1,7.4,oui,oui,small,53.2878
26757,32710,47.65,07:00,21:00,27.9,44.56,37.86,51.69,49.15,66.45,223.24,159.52,103.87,26,yoast,0,0,0,1,0,0,8.2,oui,non,small,29.9513
46102,173053,75.9,09:00,20:45,33.14,46.09,48.24,65.85,52.69,76.5,313.72,631.48,183.16,44,"elementor,yoast",0,1,0,1,0,0,8.3,oui,oui,small,43.6786
134372,546382,40.36,11:15,21:15,60.15,77.67,82.41,95.88,90.99,100.0,592.49,1989.79,414.38,80,"revslider,gravityforms",0,0,0,0,1,1,8.0,oui,non,small,68.9538
67463,274921,58.86,10:45,21:00,31.12,59.94,36.41,63.0,62.24,79.29,254.03,985.87,185.15,13,woocommerce,1,0,0,0,0,0,8.1,oui,oui,small,40.64
41411,81086,82.82,12:00,15:00,32.88,42.93,44.61,60.48,78.02,86.79,163.66,291.02,142.66,32,,0,0,0,0,0,0,8.2,oui,oui,small,38.979
49279,186244,48.81,08:45,22:15,42.25,68.71,61.91,87.45,53.82,69.15,402.94,642.8,228.23,62,yoast,0,0,0,1,0,0,8.3,oui,non,medium,49.1591
59448,86720,65.69,08:00,17:15,28.0,44.07,30.63,43.15,64.71,86.65,269.98,325.12,152.87,5,"yoast,revslider",0,0,0,1,1,0,8.0,oui,oui,small,36.8388
81464,367330,61.33,11:00,21:00,77.44,100.0,85.14,100.0,58.99,63.99,689.71,1359.29,246.53,44,"woocommerce,wpml,yoast,revslider",1,0,1,1,1,0,8.2,non,non,medium,71.008
83346,365907,76.1,07:00,22:15,78.86,96.06,78.99,94.9,27.55,33.84,742.11,1331.21,195.48,22,"woocommerce,elementor,yoast,gravityforms",1,1,0,1,0,1,8.1,non,non,medium,71.0747
79891,370524,3.05,09:00,23:30,36.84,67.48,53.41,78.0,66.12,84.62,327.49,1362.1,248.91,49,"woocommerce,elementor,wpml,revslider",1,1,1,0,1,0,8.3,oui,oui,small,48.5586
93899,255923,82.46,06:30,20:15,59.45,80.66,78.07,96.77,58.74,77.08,405.18,978.08,297.67,66,wpml,0,0,1,0,0,0,8.1,oui,oui,performance,71.9811
44596,124501,29.34,09:30,19:15,47.06,59.16,54.32,70.9,58.13,65.65,388.79,472.55,146.03,25,"woocommerce,gravityforms",1,0,0,0,0,1,8.3,non,oui,performance,47.2058
74692,137116,7.44,07:30,17:45,37.9,68.29,41.56,52.5,40.86,62.46,390.42,480.32,214.08,8,"elementor,yoast,gravityforms",0,1,0,1,0,1,8.1,oui,oui,medium,47.6833
124424,495698,14.27,12:15,23:15,46.27,63.34,63.0,90.9,77.51,96.67,358.35,1775.74,348.67,57,wpml,0,0,1,0,0,0,8.2,oui,oui,performance,57.2614
