visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_jetpack,heavy_plugin_buddypress,heavy_plugin_yoast,heavy_plugin_wordfence,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
105069,666655,82.92,07:45,18:45,47.67,58.38,67.53,79.01,82.14,86.19,2594.17,1971.61,1544.72,41,"elementor,jetpack",0,1,0,1,0,0,0,8.1,oui,non,medium,75.637
136647,582154,74.67,09:30,18:00,66.9,79.09,62.01,88.1,26.82,31.85,3226.74,1734.0,1867.31,14,elementor,0,1,0,0,0,0,0,8.1,non,oui,medium,76.0069
53439,335147,50.45,07:45,22:30,29.6,44.62,68.21,77.66,63.29,66.56,1263.4,1138.9,845.23,62,"woocommerce,buddypress,wordfence",1,0,0,0,1,0,1,8.1,oui,non,performance,89.4554
104482,579591,55.84,08:30,21:00,52.29,75.3,64.11,80.21,53.4,56.19,2424.64,1773.34,1493.87,35,buddypress,0,0,0,0,1,0,0,7.4,oui,oui,small,53.7408
75341,185527,37.42,08:45,16:45,40.75,69.4,55.78,75.37,32.03,40.69,1844.48,685.92,1035.01,18,"woocommerce,wpml,jetpack,wordfence",1,0,1,1,0,0,1,8.2,oui,non,small,46.4259
78231,188903,3.52,10:15,23:15,40.47,63.42,56.55,69.04,58.49,100.0,1805.74,700.86,1167.01,42,"woocommerce,elementor,jetpack,wordfence",1,1,0,1,0,0,1,8.2,non,oui,small,69.6329
119726,703359,78.15,10:15,19:00,59.68,71.29,68.34,85.58,20.73,53.09,2871.15,2057.67,1584.29,6,"elementor,wpml,buddypress,wordfence",0,1,1,0,1,0,1,8.0,oui,non,medium,100.0
43694,109751,43.24,08:00,20:15,26.09,41.48,39.75,52.13,45.5,52.9,1026.16,436.45,595.55,7,jetpack,0,0,0,1,0,0,0,8.3,oui,oui,small,26.6345
131401,318955,20.68,10:15,17:30,61.0,100.0,82.4,100.0,38.53,50.41,3180.67,1080.28,1838.72,17,"elementor,jetpack",0,1,0,1,0,0,0,8.2,oui,non,medium,61.7993
147797,480191,52.33,09:30,16:30,89.31,100.0,97.0,100.0,59.14,100.0,3651.6,1485.64,2070.03,41,"woocommerce,elementor,jetpack,buddypress",1,1,0,1,1,0,0,8.3,oui,oui,small,63.2519
17326,82751,3.7,08:15,16:15,19.16,34.07,33.37,45.47,44.99,72.55,485.31,383.41,280.99,21,"woocommerce,elementor,wordfence",1,1,0,0,0,0,1,8.0,non,non,medium,100.0
76717,208951,25.36,09:15,15:15,50.89,92.54,54.25,82.48,64.41,76.77,1760.41,838.94,1114.78,30,"wpml,wordfence",0,0,1,0,0,0,1,8.2,non,oui,small,71.654
2627,13234,76.01,06:45,23:30,22.55,33.37,48.38,62.95,66.47,73.19,196.23,81.23,206.18,69,"woocommerce,elementor,buddypress",1,1,0,0,1,0,0,8.0,oui,non,medium,64.5073
50792,108067,14.11,11:15,15:00,39.6,51.09,44.02,58.25,44.02,44.08,1365.01,428.95,714.23,9,jetpack,0,0,0,1,0,0,0,7.4,non,oui,medium,64.0826
56070,338599,32.1,07:45,20:00,37.12,53.57,38.52,57.49,18.23,20.11,1309.37,1203.29,789.46,4,"yoast,wordfence",0,0,0,0,0,1,1,8.3,oui,oui,small,45.9676
99587,251047,5.95,12:15,20:30,51.3,70.38,66.53,76.09,58.1,60.25,2458.97,896.52,1369.92,13,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,oui,non,medium,62.7765
58668,146717,29.79,08:15,20:45,47.6,69.61,64.54,73.67,56.05,61.86,1450.88,614.6,994.97,73,"elementor,wpml,jetpack,buddypress",0,1,1,1,1,0,0,8.0,oui,non,small,60.7379
54384,148184,56.09,08:30,16:00,52.31,69.73,67.02,88.56,64.22,66.24,1331.04,603.07,924.63,79,"jetpack,buddypress",0,0,0,1,1,0,0,7.4,oui,non,small,100.0
116011,660513,69.59,09:00,22:00,74.28,90.72,74.39,100.0,46.09,46.59,2797.02,1980.78,1659.36,58,woocommerce,1,0,0,0,0,0,0,8.0,non,oui,medium,98.959
113766,196697,64.91,12:00,16:00,70.84,90.47,87.32,100.0,53.11,89.32,2825.93,790.64,1641.08,65,"elementor,yoast",0,1,0,0,0,1,0,8.2,oui,non,medium,65.0033
1339,4633,38.42,07:15,18:45,11.14,30.4,32.9,43.34,6.19,8.0,191.57,92.0,35.84,1,"jetpack,yoast",0,0,0,1,0,1,0,7.4,non,non,small,84.024
50597,272031,43.5,07:00,19:15,24.03,37.12,56.57,76.83,50.1,59.46,1307.44,961.49,831.6,50,"wpml,jetpack,wordfence",0,0,1,1,0,0,1,8.0,oui,non,medium,85.4429
114613,159440,1.42,11:45,20:30,68.3,78.98,72.1,86.34,59.87,100.0,2703.74,676.96,1633.01,46,"woocommerce,jetpack,wordfence",1,0,0,1,0,0,1,8.3,oui,oui,small,39.8239
15474,61514,19.81,11:45,23:30,31.12,46.48,42.83,66.16,55.42,76.85,483.65,311.0,343.47,51,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,non,non,medium,99.6565
80472,105085,15.29,11:30,22:45,46.35,88.69,78.14,87.17,28.87,33.91,1911.03,475.84,1243.41,62,"woocommerce,jetpack,buddypress",1,0,0,1,1,0,0,8.0,oui,oui,medium,52.8169
73833,292763,25.51,11:30,16:15,33.85,66.44,47.56,75.97,44.79,54.49,1825.75,1058.24,988.37,14,"elementor,wordfence",0,1,0,0,0,0,1,8.3,oui,non,medium,43.7969
104689,555678,10.38,11:15,21:15,53.06,66.93,81.14,100.0,26.55,44.07,2496.42,1715.81,1529.72,49,"buddypress,wordfence",0,0,0,0,1,0,1,8.3,oui,non,small,72.0647
101449,489277,73.75,07:45,17:00,65.37,79.03,51.8,100.0,56.45,68.13,2477.91,1547.01,1478.16,28,"woocommerce,jetpack,yoast",1,0,0,1,0,1,0,8.1,oui,non,small,70.5675
76413,110181,50.29,07:45,15:45,52.68,74.02,56.04,77.55,31.74,32.34,1670.31,503.89,1130.36,40,elementor,0,1,0,0,0,0,0,8.1,oui,oui,medium,43.9354
62015,135571,51.97,06:45,22:15,21.06,34.68,65.17,100.0,28.9,38.64,1418.05,564.46,976.71,53,"wpml,jetpack",0,0,1,1,0,0,0,8.3,oui,non,medium,69.7742
118619,212430,69.81,09:45,19:45,62.04,72.41,48.29,59.59,66.45,70.3,2775.93,802.78,1615.55,5,elementor,0,1,0,0,0,0,0,8.1,oui,non,performance,68.2784
57335,195568,20.91,10:00,16:30,40.27,77.15,35.89,47.63,43.02,43.89,1292.61,820.48,782.39,2,,0,0,0,0,0,0,0,8.0,oui,non,small,44.994
65588,264810,36.24,12:00,21:30,44.25,62.46,70.98,81.11,63.3,73.57,1422.68,1019.09,1081.61,78,"woocommerce,wordfence",1,0,0,0,0,0,1,8.2,oui,oui,medium,32.9884
62951,177457,54.4,11:00,22:00,56.84,96.19,55.57,68.38,42.66,54.11,1417.86,685.24,976.28,54,"woocommerce,elementor,yoast,wordfence",1,1,0,0,0,1,1,8.2,oui,oui,small,69.5818
51909,245659,54.33,08:00,17:15,27.88,52.68,45.42,67.65,33.34,63.91,1247.03,922.98,778.55,16,elementor,0,1,0,0,0,0,0,8.1,oui,oui,small,44.5922
94471,129268,68.24,11:15,22:30,44.52,81.52,76.66,85.93,59.02,68.12,2318.3,519.43,1466.66,66,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.2,oui,non,medium,50.3045
95496,171346,72.91,06:00,20:30,59.85,77.79,52.32,73.82,28.51,30.1,2315.74,659.02,1311.86,9,"woocommerce,elementor,jetpack,yoast,wordfence",1,1,0,1,0,1,1,8.1,non,oui,small,82.566
134917,223763,1.09,09:30,17:45,54.49,76.91,84.31,100.0,63.21,66.05,3151.85,828.65,1931.36,47,,0,0,0,0,0,0,0,8.0,oui,oui,small,40.6561
66694,289997,82.73,07:30,22:45,39.13,54.13,56.7,75.14,48.04,59.48,1442.9,1052.8,1061.52,58,,0,0,0,0,0,0,0,8.2,oui,oui,medium,38.7785
114015,159510,64.08,08:00,15:15,47.05,60.24,68.53,79.48,56.94,77.01,2669.94,631.3,1580.07,33,,0,0,0,0,0,0,0,8.3,non,non,medium,100.0
45549,115006,14.26,08:45,16:15,34.97,55.77,41.35,55.02,33.98,36.24,1045.66,513.08,671.51,33,"wpml,jetpack,buddypress",0,0,1,1,1,0,0,8.0,oui,oui,small,36.9902
144417,928106,10.78,12:00,23:15,71.74,96.54,69.3,81.64,41.96,43.2,3450.43,2567.66,1916.73,7,,0,0,0,0,0,0,0,7.4,oui,non,medium,83.3742
137037,383837,51.72,06:45,17:45,74.06,97.51,97.0,100.0,65.07,65.44,3314.16,1306.29,2010.04,69,wordfence,0,0,0,0,0,0,1,8.2,non,oui,performance,100.0
88708,223323,20.54,06:15,18:30,53.76,82.98,76.22,84.62,58.88,71.31,2265.21,810.44,1314.66,45,"woocommerce,elementor,yoast",1,1,0,0,0,1,0,8.1,oui,oui,small,52.029
108505,448378,51.79,07:30,20:30,61.07,72.39,72.99,87.68,20.1,30.0,2486.76,1428.8,1480.62,18,elementor,0,1,0,0,0,0,0,8.2,non,oui,medium,100.0
86994,107232,9.42,07:15,18:00,42.96,55.81,51.2,61.18,62.28,74.29,2001.83,441.69,1223.28,27,elementor,0,1,0,0,0,0,0,8.3,non,oui,performance,62.7045
29571,58227,37.77,10:15,16:45,16.51,31.26,50.42,64.8,34.07,50.88,742.71,300.34,488.83,31,jetpack,0,0,0,1,0,0,0,8.2,oui,oui,performance,48.7113
141151,774822,10.01,06:30,20:45,75.32,85.43,90.34,100.0,45.56,51.84,3533.99,2205.97,1976.4,38,"woocommerce,elementor,wpml,jetpack",1,1,1,1,0,0,0,8.2,non,oui,medium,100.0
111029,266543,34.48,10:45,22:00,63.6,77.83,84.35,100.0,56.19,73.75,2659.9,944.58,1706.22,77,"jetpack,buddypress",0,0,0,1,1,0,0,8.0,non,oui,small,86.3704
63005,125568,47.29,08:00,22:15,30.75,48.28,68.97,100.0,54.24,64.57,1422.01,587.03,963.77,53,,0,0,0,0,0,0,0,8.3,oui,non,medium,56.6126
37897,62454,46.3,10:00,23:15,26.25,43.63,40.97,81.28,52.27,60.93,992.53,338.91,510.29,8,"wpml,jetpack,buddypress,wordfence",0,0,1,1,1,0,1,8.0,oui,non,medium,62.4379
100323,358211,45.04,10:30,17:15,49.47,100.0,74.7,97.03,34.68,37.61,2510.54,1173.72,1417.33,42,"woocommerce,elementor,wpml",1,1,1,0,0,0,0,8.2,oui,non,performance,70.3179
64719,386719,21.91,10:30,18:30,30.29,43.74,45.89,65.85,47.5,74.66,1560.14,1247.24,950.25,27,,0,0,0,0,0,0,0,8.3,oui,non,performance,50.1556
124252,324899,61.38,11:15,23:45,63.93,85.85,73.29,84.01,51.36,59.17,3060.9,1129.48,1752.86,39,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,oui,non,performance,92.4066
32652,131428,46.06,09:30,19:15,26.05,47.96,47.46,82.7,55.35,55.45,807.28,492.32,512.07,21,jetpack,0,0,0,1,0,0,0,8.1,non,non,performance,100.0
78146,410073,9.23,07:45,21:30,63.01,74.81,54.28,62.52,25.9,48.05,1882.69,1357.32,1112.05,25,jetpack,0,0,0,1,0,0,0,8.2,non,oui,small,55.3117
17039,29482,67.09,11:15,16:45,19.64,58.65,43.34,65.94,49.22,50.16,600.53,183.19,340.78,39,"elementor,wpml,jetpack,buddypress,wordfence",0,1,1,1,1,0,1,8.1,non,non,medium,100.0
107043,491773,23.31,09:00,19:00,53.3,71.72,53.77,63.84,47.1,65.33,2644.51,1522.78,1499.57,18,"woocommerce,jetpack",1,0,0,1,0,0,0,8.0,oui,oui,medium,55.1903
59889,94897,73.95,07:00,19:00,45.99,58.15,61.72,87.25,43.06,62.33,1557.67,411.86,954.74,52,wpml,0,0,1,0,0,0,0,8.2,non,oui,small,76.35
28969,73330,62.28,08:45,15:45,36.18,100.0,35.32,53.21,49.22,53.14,684.28,354.86,414.85,15,jetpack,0,0,0,1,0,0,0,8.0,non,oui,small,61.3652
83285,438751,42.09,07:00,16:00,47.59,57.91,80.26,98.31,51.83,54.74,1890.2,1398.63,1300.39,78,wordfence,0,0,0,0,0,0,1,8.0,non,non,small,100.0
85721,186200,68.94,10:30,15:30,43.49,56.88,65.83,87.88,45.73,56.0,2075.08,711.41,1371.19,72,elementor,0,1,0,0,0,0,0,8.3,oui,oui,small,52.7597
45353,294783,32.83,09:00,16:45,27.0,51.04,63.23,71.41,68.15,69.83,1219.7,1027.71,776.08,58,,0,0,0,0,0,0,0,8.2,oui,oui,small,41.9404
140927,498002,77.41,12:00,22:45,76.99,100.0,96.53,100.0,59.55,72.9,3520.2,1559.7,2065.85,76,"elementor,jetpack",0,1,0,1,0,0,0,8.1,oui,oui,medium,87.7098
11296,33136,51.7,11:15,21:30,23.85,42.2,38.5,48.02,43.4,56.18,332.41,169.0,276.56,50,,0,0,0,0,0,0,0,8.3,oui,non,small,32.983
49920,171080,71.97,12:00,15:00,38.63,84.65,43.44,95.62,32.31,77.27,1186.95,719.9,688.84,19,"woocommerce,wpml,jetpack,buddypress",1,0,1,1,1,0,0,8.1,non,non,small,100.0
37483,61348,15.91,07:00,21:45,25.85,79.28,66.02,96.36,74.81,76.63,912.23,296.8,713.59,80,jetpack,0,0,0,1,0,0,0,8.1,oui,oui,small,34.9753
138835,256749,81.66,10:00,18:45,74.42,87.56,88.71,100.0,56.64,66.73,3359.28,957.99,2052.08,62,yoast,0,0,0,0,0,1,0,8.2,non,non,small,100.0
36886,118078,43.63,09:15,16:15,15.02,34.31,31.66,44.14,33.85,41.46,928.14,493.1,586.54,34,"jetpack,wordfence",0,0,0,1,0,0,1,8.2,non,non,medium,100.0
33082,173902,53.93,12:00,19:00,26.7,40.45,49.11,83.34,45.79,52.92,916.61,686.67,588.07,60,"wpml,jetpack",0,0,1,1,0,0,0,8.2,oui,oui,medium,40.2782
88633,107258,36.38,12:30,18:00,53.62,65.5,75.18,100.0,72.85,85.25,2204.45,454.26,1348.66,73,"wpml,wordfence",0,0,1,0,0,0,1,8.3,oui,oui,medium,31.2086
39123,78739,43.62,10:00,16:00,41.24,53.11,64.71,89.2,41.93,47.73,932.11,373.81,656.31,62,elementor,0,1,0,0,0,0,0,8.3,oui,non,small,33.3742
42358,77856,67.24,10:45,20:00,28.97,91.95,44.79,53.16,35.06,45.2,875.41,384.69,647.75,10,"jetpack,wordfence",0,0,0,1,0,0,1,8.1,oui,non,performance,58.9345
36789,133234,24.26,08:15,16:30,40.27,58.44,38.41,53.08,29.23,49.07,942.88,547.76,514.75,12,jetpack,0,0,0,1,0,0,0,8.3,oui,non,small,39.3301
80090,273709,52.64,12:15,21:00,40.67,74.32,58.4,76.74,53.39,55.16,2021.51,1004.37,1138.92,29,"woocommerce,buddypress,yoast",1,0,0,0,1,1,0,8.2,oui,oui,medium,85.1809
112361,505307,51.73,06:30,21:15,51.0,100.0,84.32,100.0,47.84,57.73,2801.85,1558.31,1593.48,41,"woocommerce,elementor",1,1,0,0,0,0,0,8.3,non,non,medium,100.0
70577,206891,16.28,08:45,21:30,46.87,92.22,76.18,87.59,66.17,70.33,1587.3,776.59,1109.91,69,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.3,oui,non,medium,66.7957
133485,284973,83.42,08:30,17:00,72.97,97.11,84.18,94.27,52.58,52.88,3283.07,975.11,1964.58,65,jetpack,0,0,0,1,0,0,0,8.2,oui,non,medium,70.8288
39990,184674,84.33,09:45,16:15,36.52,52.14,66.2,89.66,53.69,65.62,974.55,694.28,700.57,62,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,non,performance,70.3817
126753,608916,31.44,07:45,19:15,59.02,82.85,97.0,100.0,84.46,84.61,3163.69,1821.58,1859.23,75,"woocommerce,elementor,wpml",1,1,1,0,0,0,0,8.2,non,oui,small,97.9413
111196,475933,68.71,06:00,21:15,54.77,70.32,77.63,100.0,23.21,53.29,2697.01,1499.93,1582.09,39,"elementor,wpml",0,1,1,0,0,0,0,8.3,oui,non,performance,65.4301
11083,50256,16.23,10:45,20:00,28.55,38.91,31.17,69.83,48.85,55.88,369.77,253.95,230.71,21,jetpack,0,0,0,1,0,0,0,8.1,non,oui,performance,80.1736
100155,328147,53.31,09:45,22:00,58.12,69.91,72.03,99.93,47.19,52.36,2477.43,1101.3,1459.73,50,jetpack,0,0,0,1,0,0,0,8.3,non,non,performance,100.0
148908,292423,1.03,08:15,17:00,67.13,100.0,71.55,100.0,63.64,71.09,3703.42,1017.11,2104.64,41,jetpack,0,0,0,1,0,0,0,8.3,non,non,small,99.1678
102057,629681,74.18,11:00,16:00,50.78,61.61,80.49,88.78,47.88,80.67,2411.7,1888.59,1584.01,69,"elementor,wpml",0,1,1,0,0,0,0,8.1,oui,non,performance,77.8308
38746,66176,27.24,12:45,20:15,28.01,39.87,40.66,61.57,63.61,70.55,1199.05,345.3,659.84,47,"woocommerce,elementor,wpml,buddypress,yoast,wordfence",1,1,1,0,1,1,1,8.2,oui,oui,medium,56.5467
65065,352881,62.82,11:00,23:15,34.18,53.59,52.94,64.35,48.65,64.69,1556.3,1202.2,903.68,16,"elementor,yoast",0,1,0,0,0,1,0,8.3,oui,oui,medium,37.06
130420,480043,33.8,10:45,18:00,47.81,57.91,84.49,97.19,44.67,49.58,3023.64,1525.45,1824.56,25,"elementor,jetpack",0,1,0,1,0,0,0,8.1,non,oui,medium,86.566
47523,189074,22.62,12:45,21:15,5.0,31.76,69.52,99.55,73.55,84.04,1144.93,741.71,811.89,59,yoast,0,0,0,0,0,1,0,8.2,oui,non,small,63.213
71397,181693,41.49,09:45,19:45,22.05,42.84,47.04,82.34,34.51,35.32,1768.73,696.56,975.5,2,"woocommerce,elementor",1,1,0,0,0,0,0,8.0,oui,non,small,39.273
88632,496140,36.01,10:30,20:00,45.12,70.81,63.09,86.38,21.73,26.16,2186.06,1571.57,1297.26,46,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,8.3,oui,oui,medium,43.7211
124174,691439,78.2,11:30,21:00,57.44,79.38,93.12,100.0,39.88,44.01,2961.74,2021.21,1805.86,52,,0,0,0,0,0,0,0,8.3,oui,non,small,53.4105
143866,690787,63.25,06:15,20:30,71.42,82.93,73.44,100.0,58.02,65.9,3545.81,2033.28,1980.67,23,"buddypress,wordfence",0,0,0,0,1,0,1,8.1,oui,non,medium,83.1444
105738,294295,51.92,08:30,16:15,56.67,66.96,65.82,80.24,32.93,83.57,2532.75,1043.62,1468.29,12,"woocommerce,wordfence",1,0,0,0,0,0,1,8.1,non,non,small,69.4028
65122,184864,8.92,06:30,15:30,41.82,71.28,61.26,78.24,69.75,69.96,1521.2,733.43,996.58,53,"jetpack,buddypress",0,0,0,1,1,0,0,7.4,oui,oui,performance,53.333
61597,300492,58.8,10:45,20:30,40.56,54.11,44.67,53.02,58.45,60.02,1549.18,1078.26,912.07,35,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.0,oui,oui,medium,51.8737
99809,131201,7.41,07:45,23:00,47.24,58.96,60.51,74.92,47.75,58.96,2487.3,562.82,1403.19,9,"woocommerce,jetpack",1,0,0,1,0,0,0,8.1,non,oui,performance,81.999
11144,72253,74.45,12:45,23:30,12.79,23.88,23.45,60.12,56.27,85.75,198.14,313.46,159.88,1,elementor,0,1,0,0,0,0,0,8.3,oui,non,small,57.7292
66380,96807,22.56,08:30,18:30,33.02,65.31,33.77,65.68,39.46,51.83,1618.53,463.33,967.24,25,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,non,small,48.3684
53364,198047,44.92,12:00,15:45,49.75,70.65,61.01,71.39,62.9,87.11,1431.61,784.95,859.38,61,"woocommerce,elementor,wpml,buddypress",1,1,1,0,1,0,0,8.3,oui,non,small,58.4341
139894,788398,81.7,12:30,18:00,71.13,100.0,96.86,100.0,53.14,57.92,3418.22,2252.88,2031.9,60,,0,0,0,0,0,0,0,8.0,oui,non,performance,100.0
128315,554993,78.15,06:45,21:45,62.28,74.2,89.28,100.0,70.0,72.01,3184.08,1715.42,1890.31,67,"woocommerce,jetpack,yoast",1,0,0,1,0,1,0,8.2,oui,oui,medium,67.1628
39744,141316,75.79,06:30,16:45,15.26,32.69,65.08,82.38,56.37,61.33,917.85,588.9,717.98,80,,0,0,0,0,0,0,0,8.2,non,oui,medium,100.0
98307,304976,0.24,08:30,20:15,59.9,77.1,71.22,84.41,60.23,69.3,2145.26,1085.93,1463.07,61,"woocommerce,elementor",1,1,0,0,0,0,0,8.2,oui,non,medium,65.0459
68787,159433,24.36,12:45,15:30,41.41,52.25,69.39,92.56,43.24,51.84,1556.83,653.17,999.56,46,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.2,non,oui,medium,71.472
124578,657238,16.93,10:15,18:15,67.59,99.68,70.46,83.34,40.72,58.85,3074.59,1911.58,1702.83,4,elementor,0,1,0,0,0,0,0,8.1,oui,non,small,51.7397
74073,361985,4.4,12:00,15:45,38.76,62.17,63.91,100.0,52.62,52.67,1759.24,1216.91,1143.2,63,"woocommerce,wpml,jetpack,wordfence",1,0,1,1,0,0,1,8.0,oui,oui,performance,65.8153
96238,539919,56.04,08:30,17:00,40.32,57.42,74.81,100.0,57.78,64.24,2397.48,1658.45,1347.54,32,woocommerce,1,0,0,0,0,0,0,8.2,oui,non,medium,63.6453
109311,574794,52.34,12:45,17:45,46.84,63.81,78.85,94.75,52.07,58.45,2563.56,1759.03,1605.13,60,woocommerce,1,0,0,0,0,0,0,8.2,oui,oui,medium,54.5417
123490,229257,78.14,10:45,15:30,64.96,75.19,97.0,100.0,60.3,71.07,2990.5,834.01,1839.71,80,elementor,0,1,0,0,0,0,0,8.3,oui,oui,performance,69.7835
108210,137829,26.59,08:45,16:00,44.9,83.95,81.95,100.0,23.99,35.0,2591.3,579.65,1601.17,60,"elementor,jetpack",0,1,0,1,0,0,0,8.1,oui,oui,performance,50.3717
44552,98787,11.41,10:00,23:30,24.19,54.5,41.69,67.78,61.58,64.99,966.03,399.94,675.98,33,buddypress,0,0,0,0,1,0,0,7.4,oui,oui,small,31.1481
110930,144926,43.99,11:00,15:15,48.44,58.53,57.56,74.78,48.35,62.18,2641.11,568.73,1488.41,2,woocommerce,1,0,0,0,0,0,0,8.2,oui,non,small,35.1026
47501,278028,10.74,06:15,21:00,37.46,52.69,29.63,41.81,43.75,66.26,1056.31,1021.64,632.31,2,elementor,0,1,0,0,0,0,0,8.3,non,oui,small,59.5652
109955,334739,9.91,10:15,22:00,57.62,100.0,56.56,84.33,39.89,50.49,2694.1,1165.21,1502.85,6,"woocommerce,wpml",1,0,1,0,0,0,0,8.3,oui,non,small,44.5069
142424,883512,12.72,07:30,22:15,76.35,88.7,82.74,100.0,45.77,55.8,3523.4,2460.81,1884.67,4,"elementor,yoast",0,1,0,0,0,1,0,8.1,oui,non,performance,89.1362
70490,133038,64.37,07:45,17:00,39.45,52.47,78.65,100.0,36.9,38.95,1602.59,554.07,1130.15,77,wordfence,0,0,0,0,0,0,1,8.0,oui,oui,medium,49.4348
133878,632182,74.44,07:15,21:45,64.95,93.22,97.0,100.0,84.07,100.0,3229.18,1883.7,1980.26,75,"woocommerce,wordfence",1,0,0,0,0,0,1,8.1,oui,oui,performance,84.7271
23377,38559,14.77,09:45,19:30,13.8,38.84,31.17,48.64,61.38,75.47,532.72,177.66,372.24,21,"jetpack,buddypress",0,0,0,1,1,0,0,8.3,oui,non,medium,35.0768
63806,314069,14.48,10:00,18:15,31.75,43.31,69.65,94.55,33.98,39.91,1440.73,1037.1,991.52,56,"elementor,wpml,wordfence",0,1,1,0,0,0,1,8.2,non,oui,small,77.811
130573,168988,50.72,09:30,21:15,58.13,76.01,65.43,82.45,55.26,67.13,3184.36,680.9,1787.84,9,"elementor,yoast",0,1,0,0,0,1,0,8.1,non,non,small,100.0
109583,181100,39.65,09:45,19:15,53.04,63.44,62.67,100.0,54.06,56.35,2769.88,699.99,1480.25,23,"elementor,wpml,jetpack",0,1,1,1,0,0,0,8.1,oui,oui,medium,24.6307
48759,126154,15.2,08:15,19:15,28.7,52.55,70.63,100.0,42.23,53.3,1312.81,512.93,843.47,78,"wpml,buddypress",0,0,1,0,1,0,0,8.2,oui,non,medium,66.0178
75160,314044,7.84,11:30,23:45,52.66,68.73,58.03,70.09,19.71,44.81,1795.74,1062.33,1074.41,21,"wpml,jetpack,yoast",0,0,1,1,0,1,0,8.1,oui,oui,small,39.1943
16592,64655,37.39,12:45,22:00,13.07,43.43,31.52,53.47,39.39,54.96,326.0,351.72,238.36,13,jetpack,0,0,0,1,0,0,0,7.4,non,oui,small,66.5974
122427,560232,25.53,12:15,22:15,73.03,86.93,69.9,91.4,24.1,25.59,2895.76,1733.52,1699.08,27,"elementor,jetpack",0,1,0,1,0,0,0,8.1,non,non,small,100.0
19360,106475,82.71,08:30,18:45,24.64,47.32,45.62,79.7,59.35,88.41,486.52,447.36,415.35,56,jetpack,0,0,0,1,0,0,0,8.2,non,non,small,100.0
84644,137897,77.78,10:00,17:30,37.26,48.57,82.88,94.52,53.96,62.98,2013.11,567.62,1303.65,76,"elementor,wpml,jetpack,yoast",0,1,1,1,0,1,0,8.3,oui,oui,medium,63.8901
74239,300887,39.59,07:45,20:00,36.38,53.44,71.83,81.88,24.0,24.44,1882.1,1017.48,1123.66,34,wpml,0,0,1,0,0,0,0,8.2,non,oui,small,76.7762
92709,242603,52.73,08:30,22:45,38.31,66.22,72.61,100.0,55.03,100.0,2374.42,857.99,1452.33,68,"woocommerce,elementor",1,1,0,0,0,0,0,8.0,oui,non,medium,78.7294
63919,245166,4.07,09:15,17:00,27.82,63.35,71.51,86.88,71.64,80.5,1497.91,908.57,1047.06,72,"wpml,jetpack",0,0,1,1,0,0,0,8.3,oui,oui,medium,45.0492
12872,20887,74.48,10:30,18:15,24.01,41.78,28.9,75.52,41.1,89.12,297.56,170.5,179.7,11,"woocommerce,jetpack",1,0,0,1,0,0,0,8.3,oui,oui,medium,40.8544
99546,345114,77.45,09:15,20:00,58.28,89.8,88.49,100.0,59.5,81.46,2356.05,1165.3,1485.87,60,"woocommerce,wpml,wordfence",1,0,1,0,0,0,1,8.2,oui,oui,medium,74.7334
134225,415687,59.34,10:45,15:30,74.69,100.0,97.0,100.0,59.75,68.89,3365.63,1369.29,1975.56,71,"woocommerce,elementor,wpml,jetpack,yoast",1,1,1,1,0,1,0,8.0,oui,oui,medium,70.3762
91799,558124,51.2,07:15,17:45,47.83,60.83,64.17,96.16,66.13,68.05,2337.26,1740.09,1320.45,44,"elementor,wpml,jetpack,yoast",0,1,1,1,0,1,0,8.2,oui,non,medium,79.1859
6598,11041,61.91,09:00,18:30,16.4,29.82,30.84,41.65,35.75,36.02,379.64,99.17,103.61,2,"woocommerce,buddypress,yoast",1,0,0,0,1,1,0,8.3,oui,oui,small,29.5814
16156,28038,13.39,06:00,17:45,25.67,35.85,55.8,71.99,42.71,100.0,441.1,196.92,379.51,61,,0,0,0,0,0,0,0,8.2,oui,non,medium,49.0778
41238,148694,68.15,07:00,18:00,28.98,47.93,60.95,71.95,20.58,29.68,1113.22,550.32,687.94,52,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.2,oui,non,small,50.3625
44547,278206,15.82,07:45,22:30,29.49,65.68,46.21,54.81,29.96,43.56,1213.27,991.23,650.53,22,"woocommerce,elementor,jetpack,buddypress,yoast",1,1,0,1,1,1,0,8.0,oui,oui,small,48.7085
